Genes,1_24h_inf,1_2d_inf,1_3h_inf,1_3h_un,2_24h_inf,2_2d_inf,2_3h_inf,2_3h_un,3_24h_inf,3_3h_inf,3_3h_un
AC139769.1,89,87,0,58,645,1034,36,64,125,58,184
GBAP1,443,223,105,86,1263,1834,52,36,462,85,339
AC123567.2,2,0,0,7,0,7,0,0,4,0,2
AL031768.1,10,16,0,0,12,15,0,0,10,0,16
MAT2B,2807,1502,307,654,12358,16842,517,599,4907,2095,5324
KRCC1,1260,960,215,192,5977,8869,76,116,2206,1267,3001
CRACDL,637,447,30,123,1885,2268,47,395,1124,323,1410
AC100858.3,487,251,113,103,960,736,60,151,725,87,330
ZNF277,1325,916,200,297,6006,9397,318,307,2441,983,2020
ARMC1,936,516,104,164,3729,5346,174,508,1958,1159,1778
AC003991.1,4,0,0,0,16,0,0,10,4,0,10
ZXDB,276,182,32,80,1465,1905,39,103,636,406,733
EPB41,2088,780,443,450,6292,9120,238,154,3063,1057,2443
HTRA2,760,294,2,127,1789,3575,106,183,1175,518,1335
NME8,518,376,158,83,1498,3623,72,112,1077,170,472
CLCN4,2094,858,254,461,8281,10036,363,634,4319,1130,3990
BAALC-AS1,4,6,0,20,43,10,2,1,26,10,20
HMGN1P36,192,122,0,9,499,853,1,0,338,177,509
AC010260.1,2,2,0,4,0,14,0,0,0,9,0
DDX59,989,607,61,237,3633,4501,122,156,2153,1128,2351
NPAS3,1,2,0,0,22,54,2,0,1,0,0
TERF1P4,14,3,0,0,61,80,7,10,23,1,11
AC005586.1,44,4,0,8,92,101,0,0,55,42,95
UBE2T,385,208,65,58,522,735,25,47,539,155,372
COL25A1,2,0,2,0,49,47,2,0,0,0,1
ITPKB-AS1,4,0,1,4,2,0,0,0,0,0,0
AC078881.1,27,20,0,16,198,189,0,31,104,22,142
AL732414.1,23,5,1,14,143,360,0,0,44,4,86
YAP1,4,0,0,4,1,2,0,0,0,0,2
KLHL15,268,162,6,183,1793,3328,62,108,506,283,784
AP001284.1,5,0,0,0,27,6,0,0,3,1,14
CCDC162P,168,90,0,36,650,991,50,32,216,108,231
SNORA59A,0,6,0,0,0,13,0,9,3,2,0
AC008735.4,12,0,0,2,15,28,2,0,14,0,12
AC011487.1,4,10,0,0,17,13,0,0,8,15,11
TG,22,0,0,8,2,10,0,2,14,7,24
LINC00665,152,54,0,39,273,286,0,45,125,90,287
AC007000.3,8,14,0,10,2,23,0,0,20,0,16
DICER1-AS1,94,52,17,20,727,1045,48,86,205,94,131
AC093388.1,10,2,0,6,54,36,0,4,41,2,45
HYOU1,4081,1144,446,753,6781,8964,500,301,6677,2362,4886
SLAMF7,52855,16309,20272,5898,188719,142086,14031,14035,163630,36768,37660
FLT3LG,8,0,0,20,20,1,0,13,0,8,12
AC004908.2,29,6,0,8,71,101,0,20,16,42,53
AC106900.1,6,0,0,8,9,2,0,0,14,0,14
AL445222.1,8,12,0,2,26,4,0,4,0,4,14
FLT4,0,0,0,0,0,6,0,43,3,0,0
AUXG01000058.1,2,4,0,12,0,8,0,0,0,2,0
EIF4EBP3,66,39,0,0,295,660,20,44,164,48,144
LRRC46,86,54,16,50,204,202,12,55,178,44,102
AC073593.1,0,1,0,0,0,0,0,6,13,0,6
CEP128,210,90,45,98,789,995,40,12,286,126,212
CA3-AS1,69,38,0,10,159,87,14,10,89,83,88
TFAP4,233,170,27,98,1713,3800,63,112,441,68,603
ANKRD2,0,2,0,0,12,12,2,0,10,0,0
RBL2,1000,521,75,424,4617,5752,234,62,1683,867,1872
MORF4L1P1,4453,1924,385,525,11047,14956,371,446,6820,3644,7773
UBE2C,107,104,2,2,10,128,0,33,0,4,84
AC011455.6,159,76,33,24,459,513,14,191,227,50,199
SNORC,18,14,2,12,43,14,0,18,12,11,24
AC018845.3,13,0,0,0,12,32,0,0,20,1,24
Z82217.1,0,0,0,19,0,4,0,0,3,0,0
ACTG1P15,0,0,0,0,10,14,0,0,6,0,6
EPHA4,8,0,0,0,2,0,2,1,4,0,0
VRK2,491,274,86,99,3353,4756,81,27,1043,505,1380
NECTIN4-AS1,2,0,0,8,10,2,0,0,4,6,6
AC092794.2,10,0,0,0,17,2,0,0,0,0,14
AC008467.1,24,12,3,9,2,10,0,0,24,10,19
AC104695.3,13,2,0,1,17,29,0,0,60,19,45
C1orf53,98,43,0,30,140,180,2,78,182,50,212
FMO4,384,206,14,57,1174,1247,20,101,662,268,925
DBIL5P,52,2,0,2,19,32,0,1,4,23,50
PTMAP9,29,10,0,1,43,66,0,3,21,12,46
NFATC3,458,225,59,215,2127,4299,30,102,810,322,1166
MICE,4,2,0,0,19,31,0,0,2,0,10
GATM,3704,2654,616,578,19965,21392,497,773,4955,2369,7760
DDHD1,1772,1067,243,576,9401,14417,449,350,3614,1241,3451
Metazoa_SRP-6,0,0,0,0,0,0,0,0,3,0,0
LINC02787,0,0,0,0,0,0,0,0,3,0,0
SNORA36B,0,0,0,0,0,0,0,0,3,0,0
AC009955.4,0,0,0,0,0,0,0,0,3,0,0
RN7SKP96,0,0,0,0,0,0,0,0,3,0,0
RNU4-90P,0,0,0,0,0,0,0,0,3,0,0
AL078582.2,0,0,0,0,0,0,0,0,3,0,0
HOXA4,0,0,0,0,0,0,0,0,3,0,0
AC007349.1,0,0,0,0,0,0,0,0,3,0,0
AL160396.1,0,0,0,0,0,0,0,0,3,0,0
SNORD127,0,0,0,0,0,0,0,0,3,0,0
CTRL,0,0,0,0,0,0,0,0,3,0,0
MIR4729,0,0,0,0,0,0,0,0,3,0,0
AC007448.3,0,0,0,0,0,0,0,0,3,0,0
AC079052.1,0,0,0,0,0,0,0,0,3,0,0
AC090348.1,0,0,0,0,0,0,0,0,3,0,0
AC020928.2,0,0,0,0,0,0,0,0,3,0,0
AF127577.5,0,0,0,0,0,0,0,0,3,0,0
RNU6-859P,0,0,0,0,0,0,0,0,3,0,0
AC044836.1,0,0,0,0,0,1,0,0,3,0,0
TTC39C-AS1,0,0,0,0,0,1,0,0,3,0,0
ADRA1B,0,0,0,0,0,0,0,1,3,0,0
HECW2-AS1,0,0,0,0,0,4,0,0,3,0,0
AC135983.4,0,0,0,0,0,3,0,0,3,0,0
AL122001.1,0,0,0,0,0,1,0,1,3,0,0
DUTP7,0,0,0,2,0,0,0,0,3,0,0
AC010746.2,0,2,0,0,0,0,0,0,3,0,0
BTF3P8,0,0,0,0,0,1,0,2,3,0,0
SLC7A14,0,0,0,0,0,10,0,0,3,1,0
AC079753.1,0,0,0,0,0,0,0,0,3,4,0
AC016747.4,0,0,0,0,0,1,0,0,3,4,0
AC100771.1,0,1,0,0,0,2,0,1,3,0,0
AL133481.1,0,0,0,4,0,0,0,0,3,0,0
SNORD1B,0,4,0,0,0,0,0,0,3,0,0
RNF103-CHMP3,0,2,0,0,0,20,0,0,3,0,0
SNORD53,0,0,0,6,0,0,0,0,3,0,0
AC015920.1,0,0,0,4,0,2,0,0,3,0,0
AL360081.1,0,0,0,21,0,0,0,0,3,0,0
RPL12P25,0,0,0,2,0,0,0,0,3,10,0
AC007560.1,10,3,0,0,9,5,1,0,9,1,10
YWHAZP6,8,0,0,0,1,23,0,0,22,24,17
AC063977.7,9,4,0,3,76,72,0,0,85,16,76
SLC1A3,13403,7482,3707,1880,45098,75029,2716,2622,24872,9701,10781
CCDC116,12,0,0,14,81,63,0,13,21,14,47
NPM1P27,6640,3819,412,1056,18870,27645,813,1516,11666,5782,12709
LDHAP7,2,2,0,0,22,17,0,2,5,14,10
LYZ,6009,3140,205,659,23729,47740,348,251,10941,6929,16862
AC008443.4,6,4,0,2,28,31,0,0,13,0,20
GJB3,1,0,0,0,2,0,0,0,0,0,0
FAM214BP1,1,0,0,0,2,0,0,0,0,0,0
PLEKHG4B,1,0,0,0,2,0,0,0,0,0,0
SNTG2,1,0,0,0,2,0,0,1,0,0,0
RNA5SP25,1,0,0,0,2,6,0,0,0,0,0
EFHD1,1,0,0,0,2,13,0,0,0,0,0
PPIAP11,1,0,0,0,2,4,0,1,0,0,0
KCTD9P3,1,0,0,0,2,14,0,0,0,0,0
AC010168.1,1,0,0,2,2,5,0,0,0,0,0
AP000350.2,6,10,0,4,28,41,0,0,2,2,14
C5orf38,6,2,0,0,0,4,1,12,21,14,10
RNU2-17P,9,0,0,0,10,2,0,0,4,4,12
AC025766.1,0,0,0,0,10,4,0,0,0,0,2
HBP1,989,541,222,437,5707,9307,185,191,1745,664,1919
ST7-OT4,0,6,0,0,0,7,2,0,18,14,0
XCL1,1,0,0,0,2,2,0,15,0,0,0
AL513190.1,8,4,0,23,22,36,0,6,8,0,16
S100A3,0,0,0,0,9,4,0,0,14,0,10
AC132812.1,276,213,2,81,493,720,0,55,415,328,621
ARIH2,2465,1199,359,538,7482,10973,400,648,4488,1777,3580
AC073073.2,29,8,0,0,126,82,0,0,46,8,91
AC092809.4,8,12,0,0,34,14,5,0,8,12,0
EXOSC10-AS1,51,22,0,16,35,57,0,14,50,28,77
DDX60,418,187,79,72,1219,1260,15,52,559,516,667
CLEC4D,24,12,0,0,14,81,0,0,34,6,40
GAB1,380,187,33,258,2221,3226,105,195,579,200,758
AC018766.1,0,10,1,6,10,36,0,0,0,2,0
USP6NL,1065,686,138,281,4779,7063,176,254,1754,1086,2074
RANBP3L,0,4,0,0,35,36,2,2,6,4,6
CYCSP45,18,2,1,2,12,11,1,4,23,5,19
VCAM1,2418,1005,627,337,14455,7535,942,284,5154,2565,2539
AP003065.1,305,97,115,42,1128,1998,0,55,365,119,365
PPP5C,1169,489,32,314,2613,3628,143,178,1875,948,2079
GKAP1,246,200,21,82,909,1392,14,100,256,204,505
APOL1,3090,1651,748,492,7361,8444,648,1123,7278,1056,2630
CASD1,451,303,89,89,2832,3681,96,155,847,397,985
ACVR1,975,468,228,412,9058,15163,337,261,2911,985,2968
SERPINB9P1,55,34,19,28,144,191,6,0,124,35,52
OSGIN2,3531,2135,1137,584,19710,36311,987,1511,8917,2175,4958
AL136038.5,11,2,0,2,27,34,0,0,15,6,24
ME1,2792,1435,322,412,6320,7696,323,436,4289,1425,3933
FZD8,94,73,0,58,388,742,8,123,172,89,266
RASAL2-AS1,95,64,0,30,418,583,29,79,154,123,166
RNLS,321,190,2,66,800,974,35,122,450,287,615
C12orf66,413,179,29,88,1554,2672,44,45,800,267,991
AL359979.2,3,0,0,0,3,0,0,0,0,0,2
GIMAP2,704,654,53,128,2745,4175,100,57,1355,441,1585
SYNDIG1,2,4,0,6,0,21,0,14,0,0,0
SYNE1,1262,660,334,608,4943,5740,192,360,1884,538,1466
AC114939.1,0,0,0,2,0,8,0,0,10,0,4
TSGA10IP,8,10,1,2,0,26,1,10,58,2,26
ZNF17,269,161,26,36,1031,1359,21,103,412,369,596
LINC01376,16,6,0,1,36,99,0,0,13,8,30
AC022149.1,1029,439,88,203,3625,5512,75,50,1198,1025,2088
CD80,973,354,224,186,3377,2400,180,274,2468,1479,1488
IL6,94,6,0,0,11,59,17,0,396,320,207
HHAT,179,97,24,25,664,533,51,16,317,78,203
RB1-DT,3,2,0,0,26,15,0,30,12,38,16
ZBTB11,423,244,42,204,2953,4288,104,107,919,799,1219
MTX1,1548,660,20,365,3261,4267,325,553,2954,883,2367
AL109840.1,44,6,0,5,49,56,4,1,18,15,42
PPIB,10050,4519,1146,2036,15132,18679,1104,2456,16848,4793,12644
ZNF436,262,179,0,215,2262,3872,92,300,594,367,903
AC008114.1,0,2,0,8,4,7,0,0,0,8,0
LRRC37A2,74,42,3,7,308,457,8,5,73,50,155
ERVFRD-1,6,0,0,34,20,64,0,0,0,10,11
LINC02739,39,37,0,5,111,126,8,9,56,0,62
BSPRY,6,16,0,0,14,16,0,14,0,0,9
ESAM,10,4,0,0,14,37,0,2,2,0,13
CSPG4P10,2,0,2,0,54,58,0,0,10,4,17
AL627309.7,263,172,54,17,875,1868,11,36,459,145,495
ASS1P7,12,2,0,0,15,32,0,0,18,1,23
FLACC1,80,17,0,25,275,450,26,0,91,34,87
ZNF92,228,108,78,107,1192,1846,5,10,383,237,473
PHC1P1,21,6,0,13,121,358,0,1,32,27,76
AL118496.1,4,3,1,0,3,13,0,2,6,0,3
AC079305.1,2,0,0,0,0,8,0,48,4,4,2
BMS1P10,88,71,0,46,200,391,17,40,161,66,145
GHET1,13,14,0,0,88,12,0,20,40,8,62
EMC4,1393,612,115,273,3049,4227,74,318,2711,1254,2905
KIAA1143P1,50,26,0,6,118,149,2,11,99,20,123
ST13P5,124,80,0,18,474,655,25,23,251,123,285
C19orf84,74,34,24,0,89,125,0,20,184,2,90
APOBEC3H,14,2,0,5,12,8,0,0,14,0,22
TUBBP9,10,2,0,0,14,22,0,0,16,1,20
PROB1,4,10,0,0,18,13,1,20,36,2,22
CLNS1AP1,1,0,0,0,0,0,1,0,6,0,0
LINC02752,8,2,0,0,42,35,0,0,6,0,24
F2RL1,0,2,1,0,30,4,0,0,20,15,16
AL031123.3,20,18,9,2,51,36,0,26,44,20,20
AC064801.1,3,0,0,6,3,10,0,5,12,24,8
TRABD2A,130,20,8,29,385,301,2,81,167,41,292
RANBP9,1086,670,72,240,3388,6573,111,100,1686,589,2225
KCNQ3,78,37,32,22,522,408,24,3,206,11,111
AC080129.2,54,50,0,13,119,114,2,0,88,48,124
FBXO2,12,4,10,0,6,46,0,0,60,0,2
SH2D2A,10,0,0,8,1,7,0,28,10,0,12
AC090912.2,22,0,0,0,27,6,0,0,4,0,30
SLC3A2,14836,8849,4000,4486,75968,142753,3080,5446,29373,9874,23788
AL359918.2,250,115,39,35,687,930,18,9,340,117,387
PDCD5P2,15,4,0,7,12,30,1,3,52,13,36
LSM3P2,1,1,0,1,2,1,0,0,4,1,2
AL109984.1,0,0,0,18,4,4,0,0,0,6,0
AC011481.1,14,8,0,15,82,79,0,63,38,25,57
HOPX,22,14,10,2,40,34,0,0,68,31,26
MROH7-TTC4,4,0,0,0,43,11,0,0,1,0,19
AL139385.1,4,0,0,0,0,8,0,0,10,4,8
POGLUT2,133,84,0,6,223,331,8,0,167,111,244
MRPS31P4,11,5,0,0,25,46,0,0,8,9,20
ATP2C1,4914,2137,1179,855,18252,22955,822,980,10926,3796,7645
LOXL1-AS1,16,12,0,10,39,44,0,14,40,14,44
AC011451.4,6,0,0,0,0,2,0,0,8,0,9
AP000350.5,0,4,0,0,12,10,0,0,0,0,3
RPL5P29,12,10,0,1,37,37,0,4,15,5,28
AC011448.1,9,11,0,0,87,79,0,0,13,7,44
AL442125.2,0,0,0,13,4,0,0,12,0,0,0
FBXO8,974,556,60,243,3166,3288,149,175,1717,865,1932
AC110285.2,26,0,1,22,44,48,0,44,20,4,41
LINC01106,0,0,0,1,18,0,0,0,0,0,6
EEF1A1P5,35105,15384,1690,3964,126895,142109,2391,1932,54640,40433,88453
ZCCHC14,1113,522,282,488,5171,11656,233,273,1666,666,1389
CEACAM4,14,16,1,5,4,30,4,0,34,0,8
LSM12,206,99,26,37,633,676,32,76,405,255,345
ZNF812P,8,4,0,0,33,24,0,0,16,0,26
SUCLG2P2,97,51,1,28,375,571,23,21,95,45,152
PREPL,1657,808,232,348,6947,8156,221,496,3437,1369,3759
AF038458.1,3,2,0,4,14,8,0,0,7,0,10
CRB1,0,2,1,0,20,10,0,0,0,0,3
PLAGL1,863,406,146,198,4063,5446,145,172,1279,826,1588
Z92544.1,18,2,1,8,25,12,2,0,44,32,32
ALDOB,2,0,1,0,0,5,0,9,4,1,0
LINC00852,60,48,1,2,42,71,0,18,109,20,118
OPRL1,7,2,1,10,29,158,0,0,6,2,14
MOB4P1,1,0,0,0,6,2,0,0,1,1,2
PPP3R2,0,0,0,0,4,3,0,0,7,0,4
CHRNE,44,22,0,11,117,214,6,0,44,16,73
CCNYL5,9,14,0,0,96,65,0,0,39,25,61
PCNA,4175,3182,496,734,11785,15223,413,992,7129,2484,7702
AP003170.3,0,0,0,0,14,4,0,0,0,0,4
C1QA,56869,53767,16813,7110,43837,200565,5536,10901,90263,4429,14069
ACTR6,1114,595,169,178,3810,4658,68,252,1696,1065,2238
ARL6,91,86,23,19,595,688,6,68,272,129,310
Z98752.4,12,6,0,2,28,34,0,16,12,24,23
CALHM6,16,4,0,0,22,12,0,0,35,12,38
NCK1-DT,1361,849,275,209,3067,3258,207,376,2294,353,1342
TRUB1,309,94,1,107,1391,2029,70,146,471,364,686
TRMT61B,238,115,0,17,788,1377,37,43,420,201,541
CERS2,1322,692,39,335,4221,10140,134,182,1794,1327,2874
MED31,430,248,0,49,820,728,75,58,775,371,724
AL365361.1,6,0,0,6,23,26,0,0,0,0,13
EPO,2,10,2,4,0,0,0,0,14,4,1
AIMP2,667,197,0,126,1528,2340,84,34,1031,768,1298
AC004777.1,2,0,0,0,18,15,0,0,0,0,8
AL583856.1,153,89,0,10,504,738,1,1,206,222,428
RPSAP11,6,0,0,0,0,0,0,0,0,0,4
AC128713.1,6,0,0,0,0,4,0,0,0,0,4
AL671277.2,6,0,0,0,0,16,0,0,0,0,4
NFXL1,181,160,0,57,882,1188,52,52,299,140,387
LINC02606,88,26,0,10,121,165,16,34,126,38,107
RPL7P46,0,0,0,8,4,2,0,2,0,0,0
CARMIL3,119,60,89,21,1292,3207,62,0,337,59,72
MCF2L,2,2,0,14,4,20,0,0,23,0,14
PSMB8-AS1,168,171,36,30,426,653,22,175,339,90,220
DOK4,2,4,1,11,18,2,0,1,22,8,14
AL354920.1,172,143,19,74,915,637,0,14,471,160,667
AL031772.1,0,0,0,16,12,16,0,0,0,4,3
AC009087.1,3,0,0,0,27,2,0,0,2,0,13
GSTT2B,41,32,0,10,108,279,0,34,51,23,99
MTRF1,644,389,49,136,2237,3100,134,166,920,444,1015
PDZK1P1,3,4,0,24,26,54,0,0,30,6,26
SULT2B1,9,0,0,4,14,16,4,18,39,0,14
MMP3,390,79,66,63,454,1221,16,74,1317,497,860
AC016292.2,0,2,0,13,7,7,0,0,0,0,1
LYPLA2P1,369,160,19,52,548,856,37,55,400,188,471
SLC25A42,50,34,19,16,257,364,12,28,93,48,52
GTDC1,2035,834,313,437,5785,7457,363,342,3544,1308,2712
P3H2,136,51,34,37,840,922,18,0,275,43,346
CD48,7954,3600,1188,1030,19274,25563,1693,2147,14928,7277,8724
LOXL3,1932,1038,171,408,3464,6718,169,354,1886,561,2458
IKZF3,162,63,47,16,1104,949,85,19,425,136,163
UPK3A,8,4,0,12,8,10,5,94,22,14,0
PITPNA-AS1,16,4,1,5,30,29,1,4,33,1,30
RPS4XP20,0,0,0,0,0,0,0,0,5,0,1
RNF32,38,11,22,14,202,182,0,2,68,46,51
PFKM,1151,680,142,219,3103,5362,112,304,1621,631,1891
AC007956.2,0,0,0,2,4,4,0,0,0,14,0
NUS1P1,96,72,39,16,615,1329,23,0,215,127,149
BTBD18,4,0,0,40,14,6,2,1,0,0,0
MRPS18A,628,291,41,175,1450,2049,75,246,1186,503,1187
SV2B,26,22,0,8,21,24,1,2,65,26,57
SLAMF8,6338,2579,768,1271,18860,34763,1068,2522,11329,4146,10247
AC026770.1,0,0,0,8,7,2,0,0,0,4,1
MRPS36P1,466,193,9,136,1241,1418,7,104,998,523,1356
AL139184.1,0,0,0,14,4,5,0,0,0,0,0
PSMD6-AS2,16,4,0,48,30,56,0,0,43,24,46
OLA1P1,148,103,14,24,693,832,37,9,376,195,345
AC004594.1,0,0,0,14,4,1,0,0,0,0,0
SPATA13,1994,890,326,403,4858,5712,399,393,4337,1443,2548
DAPK1,6531,2577,947,1043,13456,21002,1161,1132,12953,5841,8040
U2-1,11,0,0,0,43,82,0,0,12,1,31
AC005330.1,4,18,0,0,20,0,0,0,8,6,14
AL050341.1,0,0,0,0,4,0,0,0,0,0,0
RNU6-1042P,0,0,0,0,4,0,0,0,0,0,0
Metazoa_SRP,0,0,0,0,4,0,0,0,0,0,0
AL031726.2,0,0,0,0,4,0,0,0,0,0,0
LINC01344,0,0,0,0,4,0,0,0,0,0,0
OR2T4,0,0,0,0,4,0,0,0,0,0,0
POMC,0,0,0,0,4,0,0,0,0,0,0
AC017050.1,0,0,0,0,4,0,0,0,0,0,0
AC016995.1,0,0,0,0,4,0,0,0,0,0,0
KCNG3,0,0,0,0,4,0,0,0,0,0,0
AC073283.2,0,0,0,0,4,0,0,0,0,0,0
KRT18P26,0,0,0,0,4,0,0,0,0,0,0
ANAPC1P4,0,0,0,0,4,0,0,0,0,0,0
ACTP1,0,0,0,0,4,0,0,0,0,0,0
MTND4LP14,0,0,0,0,4,0,0,0,0,0,0
ACADL,0,0,0,0,4,0,0,0,0,0,0
LINC01494,0,0,0,0,4,0,0,0,0,0,0
AC053503.4,0,0,0,0,4,0,0,0,0,0,0
LMCD1-AS1,0,0,0,0,4,0,0,0,0,0,0
KLHL40,0,0,0,0,4,0,0,0,0,0,0
MIR425,0,0,0,0,4,0,0,0,0,0,0
MIR3138,0,0,0,0,4,0,0,0,0,0,0
LINC01182,0,0,0,0,4,0,0,0,0,0,0
COL25A1-DT,0,0,0,0,4,0,0,0,0,0,0
AC026402.2,0,0,0,0,4,0,0,0,0,0,0
AC093307.1,0,0,0,0,4,0,0,0,0,0,0
AC018765.1,0,0,0,0,4,0,0,0,0,0,0
AC010469.2,0,0,0,0,4,0,0,0,0,0,0
AC008406.3,0,0,0,0,4,0,0,0,0,0,0
RPSAP71,0,0,0,0,4,0,0,0,0,0,0
TAS2R2P,0,0,0,0,4,0,0,0,0,0,0
AC092647.5,0,0,0,0,4,0,0,0,0,0,0
AC004554.2,0,0,0,0,4,0,0,0,0,0,0
AC231657.2,0,0,0,0,4,0,0,0,0,0,0
MIR6858,0,0,0,0,4,0,0,0,0,0,0
KCNV1,0,0,0,0,4,0,0,0,0,0,0
PRELID3BP11,0,0,0,0,4,0,0,0,0,0,0
LURAP1L,0,0,0,0,4,0,0,0,0,0,0
TTC16,0,0,0,0,4,0,0,0,0,0,0
SCT,0,0,0,0,4,0,0,0,0,0,0
KC877392.1,0,0,0,0,4,0,0,0,0,0,0
RPL39P26,0,0,0,0,4,0,0,0,0,0,0
CATSPERZ,0,0,0,0,4,0,0,0,0,0,0
AP003041.2,0,0,0,0,4,0,0,0,0,0,0
LINC00838,0,0,0,0,4,0,0,0,0,0,0
NKX2-3,0,0,0,0,4,0,0,0,0,0,0
LINC02412,0,0,0,0,4,0,0,0,0,0,0
CABP1,0,0,0,0,4,0,0,0,0,0,0
AC073592.4,0,0,0,0,4,0,0,0,0,0,0
AC131009.2,0,0,0,0,4,0,0,0,0,0,0
AL132642.1,0,0,0,0,4,0,0,0,0,0,0
RNA5SP389,0,0,0,0,4,0,0,0,0,0,0
AC092078.3,0,0,0,0,4,0,0,0,0,0,0
RNA5SP394,0,0,0,0,4,0,0,0,0,0,0
AC090607.1,0,0,0,0,4,0,0,0,0,0,0
AC012173.1,0,0,0,0,4,0,0,0,0,0,0
AC130324.2,0,0,0,0,4,0,0,0,0,0,0
AC015911.3,0,0,0,0,4,0,0,0,0,0,0
AOC4P,0,0,0,0,4,0,0,0,0,0,0
RNU6ATAC3P,0,0,0,0,4,0,0,0,0,0,0
LINC01999,0,0,0,0,4,0,0,0,0,0,0
MIR6871,0,0,0,0,4,0,0,0,0,0,0
C3P1,0,0,0,0,4,0,0,0,0,0,0
MTND2P40,0,0,0,0,4,0,0,0,0,0,0
AC008761.3,0,0,0,0,4,0,0,0,0,0,0
OVOL3,0,0,0,0,4,0,0,0,0,0,0
AC245052.6,0,0,0,0,4,0,0,0,0,0,0
BX322562.1,0,0,0,0,4,0,0,0,0,0,0
DCDC2C,0,0,0,0,4,1,0,0,0,0,0
AC117386.1,0,0,0,0,4,1,0,0,0,0,0
RNU6-703P,0,0,0,0,4,1,0,0,0,0,0
BX005266.2,0,0,0,0,4,1,0,0,0,0,0
FBXO39,0,0,0,0,4,1,0,0,0,0,0
LINC00184,0,0,0,0,4,2,0,0,0,0,0
AC069431.1,0,0,0,0,4,2,0,0,0,0,0
AC091181.2,0,0,0,0,4,2,0,0,0,0,0
AC010642.1,0,0,0,0,4,2,0,0,0,0,0
AC011751.1,0,0,0,0,4,2,0,0,0,0,0
RIMS4,0,0,0,0,4,0,0,1,0,0,0
AC008740.2,0,1,0,0,4,0,0,0,0,0,0
AL445253.1,0,0,0,0,4,4,0,0,0,0,0
AC009495.1,0,0,0,0,4,4,0,0,0,0,0
SCAT8,0,0,0,0,4,4,0,0,0,0,0
RPSAP43,0,0,0,0,4,4,0,0,0,0,0
LINC01505,0,0,0,0,4,4,0,0,0,0,0
OR5B12,0,0,0,0,4,4,0,0,0,0,0
AL136419.2,0,0,0,0,4,4,0,0,0,0,0
ILRUNP1,0,0,0,0,4,3,0,0,0,0,0
AC006581.2,0,0,0,1,4,0,0,0,0,0,0
RNU6-430P,0,0,0,1,4,0,0,0,0,0,0
LINC01829,0,0,0,0,4,5,0,0,0,0,0
AL021368.5,0,0,0,0,4,5,0,0,0,0,0
RNU6-638P,0,0,0,0,4,5,0,0,0,0,0
OR13G1,0,0,0,0,4,0,0,2,0,0,0
TAT,0,0,0,0,4,0,0,2,0,0,0
MTND4LP13,0,0,0,0,4,6,0,0,0,0,0
MEAF6P1,0,0,0,0,4,6,0,0,0,0,0
NPIPB7,0,1,0,0,4,2,0,0,0,0,0
RNU6-1238P,0,0,0,0,4,0,0,0,0,2,0
AC090617.6,0,0,0,0,4,0,0,0,0,2,0
MYADM-AS1,0,0,0,0,4,1,0,0,0,2,0
AC005261.4,0,0,0,0,4,7,0,0,0,0,0
LINC00880,0,0,0,0,4,8,0,0,0,0,0
AC003092.1,0,0,0,0,4,2,0,0,0,2,0
AL132801.1,0,0,0,0,4,2,0,0,0,2,0
RNVU1-1,0,1,0,0,4,4,0,0,0,0,0
LINC00882,0,0,0,2,4,0,0,0,0,0,0
AC098818.3,0,0,0,2,4,0,0,0,0,0,0
AL445187.1,0,0,0,2,4,0,0,0,0,0,0
AL133492.1,0,0,0,2,4,0,0,0,0,0,0
AL096840.2,0,2,0,0,4,0,0,0,0,0,0
DNAJC6,0,2,0,0,4,0,0,0,0,0,0
AC025809.1,0,0,0,0,4,2,0,0,0,3,0
HERC2P8,0,0,0,0,4,12,0,0,0,0,0
SPACA6P-AS,0,0,0,0,4,12,0,0,0,0,0
RN7SKP180,0,0,0,0,4,4,0,1,0,0,0
AC019118.1,0,0,0,0,4,0,0,0,0,4,0
TLR9,0,0,0,0,4,15,0,0,0,0,0
AC090907.3,0,0,0,1,4,4,0,0,0,0,0
AC113348.2,0,0,0,0,4,17,0,0,0,0,0
NCALD,0,0,0,0,4,17,0,0,0,0,0
ARHGEF26,0,0,0,0,4,6,0,1,0,0,0
TAF7L,0,0,0,0,4,6,0,1,0,0,0
GRK7,0,0,0,0,4,18,0,0,0,0,0
AL163952.1,0,0,0,0,4,18,0,0,0,0,0
RN7SL513P,0,0,0,0,4,18,0,0,0,0,0
AC009977.1,0,0,0,0,4,18,0,0,0,0,0
MT-TL1,0,0,0,0,4,4,0,2,0,0,0
ZDHHC22,0,0,0,0,4,20,0,0,0,0,0
FLJ42969,0,4,0,0,4,0,0,0,0,0,0
ANKRD26P1,0,4,0,0,4,0,0,0,0,0,0
AL139274.1,0,0,0,5,4,0,0,0,0,0,0
LINC01602,0,0,0,0,4,7,0,0,0,6,0
C4orf45,0,0,0,2,4,0,0,0,0,1,0
LINC01234,0,0,0,0,4,17,0,0,0,4,0
SNORA22C,0,0,0,1,4,2,0,0,0,2,0
AC008507.4,0,0,0,0,4,32,0,0,0,0,0
PURPL,0,6,0,0,4,2,0,0,0,0,0
OR7D2,0,0,0,0,4,32,0,0,0,2,0
LINC01854,0,2,0,0,4,28,0,0,0,0,0
CDC42EP3P1,0,0,0,8,4,0,0,0,0,0,0
AC092296.2,0,0,0,0,4,0,0,0,0,14,0
